ST160Q01IA,ST160Q02IA,ST160Q03IA,ST160Q04IA,ST160Q05IA,PV1READ,PV2READ,PV3READ,PV4READ,PV5READ,PV6READ,PV7READ,PV8READ,PV9READ,PV10READ,ISCEDL
3,2,2,4,3,534.296,513.693,498.519,502.854,517.628,499.787,491.214,506.115,512.962,556.323,3
3,2,3,4,2,662.435,618.999,607.718,638.629,615.742,615.708,646.772,610.465,637.906,612.213,3
3,3,3,3,3,561.288,624.581,543.897,607.199,615.782,557.756,585.371,557.518,584.85,581.641,3
2,1,1,2,2,490.456,445.741,499.547,497.541,479.695,484.615,466.945,439.225,490.273,444.771,3
3,3,2,4,4,581.572,582.245,611.366,571.956,593.152,625.902,622.417,592.29,602.935,601.822,3
1,1,1,2,2,453.6,449.877,445.478,461.906,443.734,447.474,442.385,462.803,466.212,489.963,3
2,2,3,4,2,423.552,394.55,409.483,446.929,458.209,430.974,441.63,431.06,422.051,443.659,3
1,1,1,1,2,440.278,462.556,422.276,464.347,478.701,532.535,453.178,446.86,475.834,441.566,3
 , , , , ,250.115,290.053,244.285,226.359,259.754,235.05,235.925,219.927,305.427,217.143,3
2,2,2,3,3,367.439,371.376,349.904,388.368,394.046,352.324,306.361,340.798,373,395.341,3
2,1,1,2,1,551.439,552.337,556.858,552.968,557.034,583.59,557.28,595.31,574.53,608.471,3
3,3,3,4,3,539.618,520.454,538.577,523.683,568.308,542.211,513.76,536.586,520.635,549.599,3
2,2,3,2,2,482.139,500.516,488.655,521.254,462.73,511.716,470.418,459.443,482.439,517.387,3
1,1,1,1,1,295.5,286.277,242.014,298.631,325.444,249.9,283.56,306.901,263.651,301.807,3
3,2,3,3,3,544.245,542.557,520.761,549.086,567.926,533.172,587.345,592.547,527.778,520.057,3
2,2,3,3,2,570.673,614.209,637.116,599.62,658.803,616.476,643.013,641.211,590.943,628.308,3
1,1,1,2,2,326.273,300.636,327.101,326.22,312.225,380.174,344.339,334.981,301.929,350.382,2
2,2,2,2,1,383.06,367.779,364.056,365.125,369.797,346.215,366.953,369.15,379.05,393.949,3
1,1,1,4,1,450.537,501.394,466.75,490.161,489.431,486.519,473.994,510.066,523.155,487.491,3
1,2,2,3,2,519.774,515.561,509.413,480.397,472.822,502.173,496.832,481.808,470.67,488.537,3
3,3,2,3,3,678.12,625.769,583.88,615.831,653.421,654.416,602.962,582.306,604.013,654.279,3
2,1,1,2,1,332.931,402.486,350.901,359.504,334.398,387.885,361.439,319.797,391.01,343.118,2
2,1,1,3,2,487.339,478.586,510.573,467.011,482.473,454.174,452.649,486.962,469.704,492.335,3
4,3,3,4,4,654.238,640.396,649.99,578.109,618.893,626.441,597.411,604.666,582.204,593.323,3
1,1,1,3,2,467.057,458.421,490.971,470.089,477.122,540.958,512.091,496.197,459.684,448.216,3
 , , , , ,326.315,291.582,315.343,330.257,339.923,354.908,372.69,342.766,346.524,345.67,3
2,3,2,3,2,487.966,501.941,499.543,537.014,482.541,527.875,470.41,524.166,547.111,501.985,3
1,1,1,1,1,394.895,408.753,404.368,423.525,407.835,416.929,398.46,386.351,397.167,431.509,3
3,3,2,4,3,607.434,576.769,615.63,540.302,612.095,562.696,530.387,589.716,597.823,577.139,3
2,2,3,3,2,436.532,412.161,437.571,410.386,422.962,439.514,395.603,426.539,398.148,457.027,3
3,2,3,3,3,425.676,383.345,396.62,381.493,403.264,394.425,441.997,410.123,422.407,393.62,2
2,1,1,2,2,315.063,318.887,291.577,312.374,324.162,341.609,344.273,335.589,337.158,286.436,3
3,2,2,3,2,502.901,472.448,456.41,487.337,453.22,456.895,463.338,466.64,534.553,451.967,3
4,4,4,4,4,530.324,556.835,547.03,504.618,529.038,537.03,496.828,509.74,468.419,533.66,3
3,3,3,4,3,428.072,404.272,425.784,386.203,423.784,416.08,394.396,401.087,390.201,368.368,3
1,2,2,3,3,472.219,441.84,474.739,465.755,446.795,457.978,464.994,456.31,406.101,451.193,3
3,3,3,3,3,527.876,483.67,503.309,485.004,460.374,503.075,523.219,493.182,481.949,471.358,3
3,4,3,4,4,596.945,613.548,568.995,610.039,611.147,626.989,609.389,630.957,610.899,619.272,3
 , , , , ,374.463,350.468,328.942,350.188,338.634,348.772,392.381,354.857,367.226,333.36,3
4,3,3,4,4,466.257,527.275,482.77,449.953,493.97,485.883,472.415,559.81,518.409,526.144,3
2,2,2,3,2,410.102,404.249,448.455,399.171,411.149,467.96,379.591,418.174,431.615,438.651,3
4,4,2,4,3,507.551,523.497,543.376,526.224,563.933,559.169,520.567,554.167,523.386,493.587,3
3,2, ,3, ,329.622,334.615,281.69,306.712,297.715,292.976,348.576,360.154,337.887,307.931,3
2,2,2,2,2,339.866,366.815,279.278,336.466,313.437,353.845,351.717,321.839,321.466,313.776,3
2,3,3,3,2,437.415,442.738,439.85,438.508,420.617,393.889,456.765,444.822,471.705,434.528,3
1,1,2,1,1,398.06,422.222,358.853,415.936,424.768,392.875,409.922,405.331,387.585,422.673,3
3,1,2,3,2,391.054,436.531,422.373,433.497,353.503,391.68,440.022,407.639,416.914,413.89,3
2,2,3,4,3,499.974,497.321,467.672,536.519,483.881,455.048,540.241,503.354,491.922,458.133,3
2,3,3,3,2,436.16,411.737,411.996,398.693,406.739,399.425,376.81,401.812,411.168,441.189,3
1,1,1,3,1,336.708,394.333,364.919,334.684,323.577,306.368,344.251,355.5,319.598,289.808,2
4,3,2,4,4,462.41,515.459,464.605,484.907,478.606,504.265,504.861,479.535,535.439,484.597,3
2,2,2,3,2,403.512,369.325,374.552,371.051,395.939,330.763,350.189,369.807,364.807,305.615,3
2,1,1,2,2,363.096,368.445,358.06,326.652,360.908,388.765,405.793,398.824,341.53,408.689,3
1,1,1,3,2,433.891,415.184,411.135,420.733,406.667,435.551,419.291,409.107,419.996,430.865,3
2,3,3,3,2,329.75,367.505,368.651,351.496,363.72,353.699,287.976,356.574,300.465,344.48,3
3,2,2,4,3,578.662,563.528,516.652,501.41,553.252,558.841,533.062,526.221,536.503,577.011,3
1,1,1,1,1,534.077,555.673,555.484,528.583,550.72,528.333,565.459,557.375,541.415,486.194,3
3,4,1,4,3,239.608,252.39,274.044,245.341,291.779,296.502,251.276,261.262,276.406,329.212,2
2,2,1,3,2,507.519,478.96,543.151,551.393,454.884,463.12,516.339,521.325,577.077,528.356,3
3,3,2,3,2,374.851,375.512,329.912,370.109,389.169,352.518,354.762,398.828,371.178,332.912,3
3,3,2,3,3,461.058,478.716,499.849,447.339,449.091,418.599,424.353,491.602,431.181,468.145,3
3,2,2,1,3,275.222,302.288,336.534,317.263,308.778,286.37,319.263,313.612,343.617,330.031,3
3,2,2,3,3,612.574,597.865,665.042,593.355,628.08,656.667,626.681,629.677,641.497,617.371,3
1,1,1,1,2,373.452,342.076,355.206,319.394,324.113,317.859,373.06,327.162,341.636,359.429,3
3,2,3,3,3,415.518,485.493,482.19,487.544,511.202,489.662,495.19,469.543,449.578,501.852,3
2,1,1,3,1,457.287,446.237,459.759,440.901,439.632,456.914,456.926,421.177,475.713,436.017,3
2,1,1,4,2,666.778,677.039,588.871,622.062,550.732,593.415,567.544,591.743,650.812,629.531,3
2,2,2,2,2,499.009,508.781,469.5,507.753,446.769,503.05,466.538,484.769,444.279,464.238,3
4,4,3,4,4,463.915,567.978,473.719,526.081,474.582,521.52,474.167,499.166,494.973,488.219,3
2,2,3,3,3,585.506,657.096,665.365,698.928,632.349,564.361,675.266,633.57,662.382,666.748,3
1,2,2,3,3,347.089,319.455,342.602,331.618,298.321,391.771,349.354,319.856,347.325,343.504,3
1,1,1,1,2,519.667,492.128,474.164,487.308,480.807,508.502,518.237,527.481,484.927,498.084,3
2,1,2,3,2,493.212,443.917,477.328,415.665,432.018,423.148,429.758,421.514,446.173,488.359,3
1,1,1,2,1,715.55,720.489,737.124,685.38,704.408,733.556,738.808,693.827,738.583,761.659,3
3,3,3,3,3,442.033,466.414,450.659,442.049,457.609,410.29,447.996,419.685,448.88,458.168,3
2,2,2,3,2,392.556,435.653,417.318,457.057,422.075,441.265,421.61,458.495,405.202,424.989,3
1,1,3,1,1,439.211,417.638,416.528,415.7,402.294,430.745,437.594,444.843,390.967,450.867,3
2,2,2,3,2,438.637,426.134,452.127,418.358,438.912,496.351,486.151,450.986,409.232,469.229,3
3,3,3,4,3,683.122,723.056,634.344,651.749,659.305,750.507,683.856,636.594,694.915,701.73,3
2,2,2,3,2,382.713,341.926,383.966,440.532,437.379,376.141,367.049,413.634,444.357,406.138,2
1,1,1,2,1,397.595,444.779,405.582,397.071,383.766,417.213,388.032,412.384,383.323,403.495,3
2,1,1,3,2,416.167,373.329,419.336,423.674,426.387,405.932,403.558,431.583,436.28,432.452,3
2,3,2,3,2,394.181,373.441,376.019,371.185,389.034,396.432,348.705,374.131,376.94,327.439,3
2,4,2,3,2,420.27,402.455,386.948,400.88,373.425,404.591,399.421,367.674,415.976,396.396,3
2,2,2,3,2,364.833,352.566,297.588,360.9,330.446,365.317,359.609,351.545,311.628,318.335,3
3,3,3,3,3,352.4,364.482,325.122,305.012,335.271,335.286,360.092,310.394,310.087,349.045,3
1,1,1,3,2,415.129,416.89,445.565,431.167,375.355,406.207,440.907,473.849,435.589,472.145,3
2,1,1,1,2,398.549,361.103,385.689,355.399,378.163,390.248,353.401,379.744,385.2,390.614,3
2,2,2,3,2,397.906,372.672,402.363,388.688,425.271,412.672,379.512,407.207,413.029,399.151,3
1,1,1,3,3,455.677,442.916,445.228,451.214,435.794,427.931,473.103,494.358,488.803,450.93,3
1,1,2,2,1,492.82,518.163,469.357,495.961,463.272,471.047,492.19,508.351,524.821,443.973,3
2,2,2,3,2,610.561,585.579,608.609,623.144,574.192,601.374,624.508,591.473,578.91,605.808,3
2,2,2,2,2,418.667,366.995,404.701,373.595,403.728,381.694,340.354,415.56,407.304,393.797,3
1,2,1,3,1,456.404,399.463,455.16,476.192,489.904,459.68,454.663,485.924,475.296,467.538,3
2,3,3,2,2,357.173,365.023,362.88,371.139,342.812,317.166,334.764,323.364,337.481,361.683,3
3,1,1,2,2,339.337,411.901,336.086,304.869,356.194,402.537,483.266,360.827,415.211,399.006,2
3,3,2,3,3,351.827,307.157,347.023,372.469,334.236,295.34,344.535,332.148,343.782,355.303,3
3,3,2,3,2,413.736,430.336,405.35,413.916,371.814,401.987,408.809,410.409,411.423,404.863,3
1,1,1,1,3,236.155,222.675,218.72,262.374,208.179,259.548,188.115,232.362,205.768,257.213,3
3,2,3,3,3,611.022,604.857,620.859,627.868,616.591,637.167,622.802,606.356,661.621,662.4,3
2,4,4,2,2,335.987,338.854,323.638,304.448,313.279,291.513,331.413,283.155,307.528,331.867,2
3,3,3,4,4,376.518,362.888,348.066,303.67,392.331,329.337,377.535,366.16,370.78,349.262,2
2,1,1,3,1,494.151,497.131,479.956,467.066,476.427,539.487,502.553,479.382,488.509,466.229,3
3,1,2,3,2,386.913,403.64,384.946,427.478,387.085,384.915,376.247,405.919,373.748,364.645,3
4,1,1,4,3,400.453,375.272,356.917,344.582,340.048,366.061,358.26,329.101,361.268,336.032,3
4,3,3,3,3,686.066,742.164,746.726,717.647,690.147,698.123,684.604,714.87,613.441,670.313,3
3,1,2,4,2,610.029,560.761,552.272,580.103,580.357,575.117,613.417,540.018,611.824,589.438,3
1,1,1,2,1,349.482,339.52,291.02,322.254,286.576,291.35,290.236,305.537,323.482,285.591,3
4,3,2,4,3,622.22,583.059,652.986,653.952,665.929,572.592,588.103,631.652,651.25,624.054,3
2,3,2,3,3,442.227,447.439,492.259,474.771,451.772,470.585,426.337,512.837,487.444,442.163,2
3,3,4,4,4,778.698,804.541,745.041,718.784,712.243,723.78,726.313,744.014,749.932,778.153,3
3,3,2,4,4,567.846,580.054,537.606,572.434,635.589,538.047,590.679,564.028,558.079,559.705,3
4,4,4,4,4,490.957,519.106,463.021,466.413,488.677,519.486,570.33,481.545,510.475,495.826,3
1,2,2,2,2,339.504,329.851,331.363,337.875,354.463,351.674,306.769,373.585,333.9,328.19,3
2,2,2,3,2,452.285,471.736,504.287,482.815,482.165,502.113,469.835,435.217,478.934,432.472,3
2,3,3,2,3,413.782,403.377,389.233,396.096,413.629,389.984,407.664,358.46,367.375,369.803,3
2,1,1,1,1,309.942,323.671,339.311,351.18,322.946,316.374,341.882,327.809,315.853,308.168,2
2,1, ,3,2,588.043,601.537,531.062,551.188,508.167,573.874,546.121,552.961,522.108,545.776,3
1,1,2,3,1,334.696,330.237,352.391,360.093,348.529,318.468,374.214,362.626,346.96,328.05,3
2,2,2,3,3,580.023,514.669,499.413,537.62,522.843,475.997,543.966,525.191,504.274,522.116,3
2,2,2, ,1,358.818,425.899,397.486,350.021,349.82,435.522,318.398,352.228,396.354,385.616,3
1,2,3,3,1,612.244,545.838,538.046,575.966,509.01,560.605,604.709,576.192,487.894,607.906,3
3,2,3,3,3,531.247,513.607,496.95,527.414,544.379,530.8,546.786,561.286,524.881,547.506,3
1,1, ,2,1,586.68,552.266,504.121,565.219,513.613,531.903,542.96,561.045,560.345,569.645,3
4,3,2,3,4,569.201,559.655,584.709,520.444,559.449,572.035,564.874,509.847,539.685,565.282,3
1,1,1,1,1,400.956,383.554,366.604,335.848,360.325,370.663,358.833,377.154,376.391,391.968,3
3,3,4,4,2,520.403,540.093,506.608,500.693,508.187,536.559,548.527,495.474,506.961,544.702,3
2,2,2,2,2,273.24,301.774,264.316,249.878,261.239,315.2,316.222,267.678,267.603,269.4,3
3,2,3,3,3,329.108,342.187,339.288,325.38,306.703,332.741,350.29,334.818,293.393,318.387,3
2,2,2,3,2,485.443,529.345,528.241,593.83,486.681,531.955,493.609,506.828,554.116,517.686,3
2,2,2,4,3,405.785,343.223,388.798,431.827,374.738,408.658,374.31,376.546,370.605,405.581,3
1,1,3,3,1,424.408,381.833,353.653,324.645,386.32,319.027,403.435,385.112,386.41,364.696,3
2,1,2,3,1,542.829,544.573,559.035,560.963,513.66,603.813,591.133,517.759,479.826,521.423,3
3,2,2,3,3,248.348,257.885,232.068,265.184,220.095,221.605,267.191,245.597,269.399,261.697,2
2,2,2,3,3,524.528,496.527,528.432,500.058,502.242,507.987,510.522,518.312,475.521,525.72,3
2,3,2,3,2,545.617,523.048,535.598,524.903,526.606,554.624,517.843,540.999,517.181,535.345,3
2,2,2,4,3,587.461,614.994,592.392,594.307,601.309,613.682,632.187,659.595,567.415,569.857,3
2,1,1,2,2,278.639,338.752,327.676,310.602,325.254,276.14,299.158,271.274,301.581,344.237,3
2,2,2,3,1,353.513,299.618,331.85,314.957,344.172,300.922,320.084,332.469,329.665,281.517,2
2,2,3,2,2,385.518,362.79,345.349,355.482,391.811,368.585,350.625,368.646,359.519,347.128,3
3,3,3,4,3,445.803,426.097,383.683,395.354,423.602,420.568,415.847,388.362,391.307,374.18,3
3,2,3,4,4,504.385,498.186,519.944,493.808,452.064,474.701,457.661,513.591,459.601,447.78,3
2,2,3,4,3,475.217,488.995,459.055,460.869,451.804,484.319,526.232,462.352,496.98,479.218,3
2,1,1,2,1,551.966,542.878,534.854,576.38,572.857,559.054,570.634,571.358,545.246,535.152,3
3,2,2,3,3,587.845,625.404,550.834,558.602,546.053,584.11,553.652,580.293,622.706,572.059,3
1, ,1,2,1,364.434,334.058,376.969,385.832,434.885,391.162,405.527,322.51,339.518,353.614,3
2,3,3,3,3,657.149,616.309,645.78,631.097,626.088,613.641,642.111,652.742,682.665,609.141,3
3,3,3,3,3,492.614,485.31,496.998,505.219,478.454,495.238,528.044,488.336,450.279,519.977,3
3,3,3,3,3,564.402,526.682,536.085,536.199,551.593,529.488,549.389,539.066,526.741,547.944,3
2,1,2,2,2,455.867,413.454,465.06,419.455,452.704,423.687,400.567,403.992,485.187,427.206,3
3,1,1,2,1,480.692,471.06,475.849,464.282,513.945,460.789,444.89,453.267,455.061,454.808,3
2,3,4,3,2,362.873,368.109,346.904,399.464,363.835,358.401,356.168,331.495,367.983,378.88,3
2,1,1,1,2,568.234,578.787,587.373,634.259,581.843,643.734,578.984,607.156,604.199,578.291,3
2,1,4,2,2,399.393,491.834,493.55,513.132,498.637,513.884,501.042,479.643,466.994,503.561,3
2,2,2,2,2,540.783,560.987,615.32,587.216,627.32,580.4,584.521,589.305,648.064,620.84,3
3,3,2,3,2,520.371,501.506,496.707,544.672,513.123,492.534,481.17,516.436,521.051,486.828,3
2,1,2,3,2,606.542,534.49,546.464,572.675,525.524,551.181,508.171,559.828,610.5,503.371,3
 , , , , ,494.581,528.655,555.797,554.112,535.469,506.478,556.601,620.86,546.534,579.775,3
2,2,3,3,2,324.288,371.39,345.185,343.218,399.124,331.055,382.472,371.776,344.752,353.547,3
3,1,2,3,3,473.411,484.73,453.73,484.203,453.303,481.342,452.925,463.917,483.888,478.471,3
2,2,2,3,1,564.403,544.353,561.19,592.12,572.402,569.245,528.321,541.534,525.851,528.895,3
3,3,2,4,3,487.786,486.244,465.888,539.672,517.728,493.884,507.512,477.046,561.898,512.919,3
3,2,2,4,1,389.764,319.63,396.668,445.703,367.216,362.601,365.472,362.707,391.725,374.733,3
4,3,2,3,3,695.449,726.279,747.032,706.092,689.842,705.344,665.214,747.027,727.478,744.941,3
4,3,2,4,4,497.498,543.05,583.044,586.884,571.861,554.768,575.32,599.037,591.076,604.34,3
2,2,2,3,3,604.353,631.37,631.009,621.821,620.919,635.76,605.941,653.453,658.911,618.9,3
3,4,4,3,3,492.544,522.203,533.548,534.401,494.993,501.021,514.5,491.852,485.275,491.051,3
3,1,2,3,2,354.067,400.711,442.586,429.608,375.804,454.861,409.766,407.311,414.758,406.303,3
3,2,2,3,3,501.079,507.846,596.326,519.23,495.335,559.748,543.401,501.737,475.093,511.306,3
1,1,2,1,1,549.466,530.369,562.868,582.517,500.965,610.437,609.072,548.908,530.969,508.276,3
2,2,2,2,2,442.381,427.005,382.412,395.269,441.165,395.485,431.512,431.333,427.109,413.142,3
3,2,2,3,3,587.672,554.035,588.159,590.479,544.199,585.605,554.392,597.94,612.466,586.282,2
4,3,3,4,3,557.528,533.833,560.39,544.023,546.987,578.79,577.67,525.274,550.376,527.531,3
3,3,3,3,3,424.292,376.202,408.118,462.515,363.9,424.216,386.661,413.339,418.787,412.541,3
4,2,3,4,2,389.643,422.593,387.583,459.514,430.348,433.632,401.341,413.313,462.956,434.187,3
4,3,3,4,3,558.871,538.568,577.291,563.58,589.106,553.439,624.512,562.231,541.343,594.815,3
3,2,3,3,2,571.133,561.377,538.156,570.681,591.75,629.483,591.94,542.815,528.419,575.008,3
 , , , , ,463.251,326.882,417.725,419.913,421.688,446.295,359.66,391.491,414.572,427.335,3
2,2,3,3,2,468.168,465.104,453.293,488.615,486.513,496.567,472.625,480.66,450.984,480.425,3
1,1,1,1,1,551.868,542.229,576.125,640.069,586.936,613.065,583.944,552.57,593.609,608.879,3
3,2,1,3,2,498.2,470.276,496.952,448.455,523.762,504.347,486.955,446.237,496.297,491.655,3
1,1,1,2,2,560.95,647.17,608.675,573.833,643.095,595.411,588.599,582.036,647.78,574.159,3
1,3,2,3,2,553.008,506.528,598.111,576.986,593.617,566.374,514.43,549.347,530.252,561.93,3
4,4,3,4,4,511.566,491.277,485.174,461.55,498.216,500.065,517.361,488.51,499.798,506.046,3
2,1,3,2,2,383.564,354.575,411.504,394.214,329.395,357.213,337.615,377.122,423.676,401.063,3
2,2,2,3,2,552.288,535.771,561.345,534.575,541.797,511.305,544.93,522.485,505.423,555.918,3
2,2,3,2,2,692.907,613.127,642.591,657.058,641.483,667.375,691.099,664.072,631.099,666.465,3
3,2,2,4,4,683.418,727.261,760.518,757.652,721.341,701.996,730.354,768.396,690.772,739.485,3
2,3,2,2,1,486.068,489.342,467.584,546.082,474.981,473.689,462.133,487.025,484.045,504.974,2
3,3,2,4,3,572.834,597.394,583.788,575.764,552.599,571.811,579.725,550.693,586.79,610.662,3
2,2,1,2,2,300.334,337.474,358.982,350.78,342.793,295.695,361.729,311.486,329.087,303.51,2
2,2,3,2,2,623.225,593.893,559.72,619.468,629.469,617.028,641.868,639.711,591.06,629.409,3
2,2,2,2,1,362.742,344.057,323.437,354.041,310.068,341.648,302.893,353.246,363.352,354.754,3
4,2,3,4,4,547.409,565.705,535.514,564.26,538.13,558.083,556.678,587.841,565.326,557.575,3
4,4,3,4,3,663.213,620.261,668.87,659.899,687.647,682.337,644.737,625.809,660.361,674.68,3
3,2,3,3,2,378.073,366.627,388.961,397.745,399.358,387.006,360.145,367.942,417.244,374.871,3
3,3,2,3,2,456.424,495.96,470.617,462.614,405.933,449.616,471.105,424.498,488.706,492.957,3
4,4,2,4,4,535.691,521.064,526.06,528.176,563.306,558.835,538.221,511.83,585.458,596.496,3
 , ,3, , ,277.293,256.862,192.717,236.104,232.408,252.649,246.227,218.317,297.278,200.95,3
2,2,3,3,2,495.791,508.293,489.327,526.689,523.471,461.034,466.884,465.569,511.446,512.713,2
1,1,1,2,1,368.712,340.975,387.844,365.943,375.599,326.667,325.01,364.431,347.689,392.219,3
2,2,2,3,3,226.036,236.966,254.899,222.878,210.612,260.209,213.773,185.856,195.551,225.958,2
2,1,3,1,2,317.925,362.723,324.002,356.457,339.597,336.939,322.992,369.488,337.792,295.158,3
1,1,3,3,3,486.016,476.125,452.434,424.489,452.354,436.779,470.456,459.961,418.873,456.878,3
2,1,2,3,3,496.048,478.09,495.921,493.247,457.513,485.453,467.472,447.671,471.938,472.995,3
2,2,2,3,2,537.423,523.5,555.256,576.712,515.988,512.911,510.913,521.322,474.902,548.129,3
2,2,2,3,2,315.858,339.116,391.255,343.171,343.833,334.051,371.35,326.173,327.756,298.155,2
4,3,3,4,4,458.772,545.654,531.485,525.394,561.994,507.6,539.412,502.335,530.078,514.975,3
4,4,3,4,4,631.224,595.318,597.444,640.757,606.766,561.905,610.049,631.234,577.736,600.892,3
2,2,1,3,3,327.503,368.551,367.826,326.313,366.657,345.889,330.092,337.131,335.284,336.211,3
2,2,3,3,2,219.535,297.518,320.057,295.96,308.174,303.633,319.617,262.488,292.605,294.605,3
3, ,3,4,1,285.611,276.927,227.779,237.056,313.156,295.17,233.506,273.425,228.827,246.235,2
3, , ,3,2,431.288,379.162,452.522,440.933,461.247,451.23,431.262,461.627,399.076,431.783,3
1,1,1,1,1,573.111,552.756,526.366,520.102,562.239,507.453,519.233,527.855,484.207,529.985,3
3,3,2,4,3,490.891,514.371,493.923,499.528,508.149,499.4,491.576,480.081,493.102,495.142,3
2,1,1,3,2,516.187,509.392,593.919,540.426,476.452,532.887,555.509,535.222,553.083,527.211,3
2,1,3,2,1,490.008,496.985,545.222,495.838,458.052,486.344,519.124,504.156,533.841,563.462,3
1,2,3,3,1,568.179,588.056,585.473,612.637,603.481,629.229,591.753,630.926,579.461,582.004,3
4,4,3,3,3,557.401,550.409,545.247,545.378,573.128,580.418,538.103,598.859,555.519,608.876,3
2,3,2,3,2,703.067,637.927,711,631.803,683.221,708.417,621.858,635.21,660.395,641.944,3
1,1,3,2,2,524.16,525.086,515.932,425.922,486.308,491.008,496.765,465.053,461.506,488.605,3
3,3,3,4,3,626.039,670.444,683.63,685.351,673.519,654.751,666.948,661.21,567.696,617.613,3
3,3,3,3,3,493.524,498.544,524.686,506.268,499.589,476.919,460.325,500.017,524.098,522.733,3
4,4,2,4,3,686.504,638.889,693.797,694.497,707.672,741.475,646.568,698.602,683.073,675.811,3
4,4,4,4,4,621.207,596.396,667.569,646.491,635.579,676.045,614.802,646.733,674.001,662.44,3
1,1,1,1,1,433.769,507.407,491.633,484.54,495.762,518.01,510.521,450.146,486.621,474.115,2
2,1,2,3,2,439.825,456.53,459.313,438.818,477.07,450.03,341.707,401.123,447.545,436.841,3
4,4,3,3,2,457.542,465.892,455.391,433.011,474.594,456.983,435.806,451.8,496.258,465.454,3
3,3,3,3,3,660.144,661.017,686.901,630.634,625.833,632.394,691.315,647.959,653.409,706.349,3
3,3,4,4,3,642.578,701.737,691.969,685.77,683.393,647.114,713.853,704.775,668.866,671.28,3
1,1,1,3,2,653.961,655.793,654.158,620.751,631.167,663.489,595.848,672.992,660.447,670.313,3
1,1,1,1,1,393.923,412.342,418.24,408.242,390.265,422.424,421.729,412.732,411.794,449.554,3
1,1,3,3,2,504.663,522.426,516.89,498.259,499.553,496.203,484.184,526.944,562.341,470.266,3
1,1,1,1,2,371.8,411.2,408.177,386.595,370.085,388.409,437.084,391.849,436.204,418.776,3
3,3,3,4,3,542.536,518.138,532.229,492.139,488.977,494.907,474.347,516.841,512.875,547.924,3
3,3,3,4,2,483.128,531.03,518.422,540.781,498.299,474.777,507.539,522.807,541.153,538.458,3
3,3,3,3,3,609.785,563.926,592.17,576.954,548.137,546.966,589.395,573.083,517.911,567.432,3
4,4,4,4,4,523.22,514.494,543.462,568.41,511.39,539.017,573.305,506.455,536.536,534.805,3
2,3,4,3,2,667.056,625.892,685.702,620.668,640.288,626.999,684.345,653.603,658.293,593.895,3
1,1,1,3,1,509.059,539.567,577.936,536.324,550.683,535.479,522.089,569.302,516.2,514.456,3
3,3,4,3,3,677.38,677.318,677.249,676.631,669.185,663.641,624.707,690.471,664.745,643.06,3
1,1,1,1,2,485.764,479.187,473.826,508.215,478.122,484.8,496.81,507.936,439.461,516.798,3
3,3,3,3,3,553.603,526.197,508.404,497.49,479.814,535.028,572.874,591.236,543.383,562.342,2
3,3,3,4,3,606.799,605.56,633.725,625.432,652.199,590.272,660.022,657.349,625.35,608.627,3
1,1,1,2,1,592.468,578.866,615.589,662.105,616.81,604.387,603.469,593.713,624.823,641.672,3
1,1,1,1,1,422.663,368.155,384.161,402.039,406.491,402.036,379.239,406.432,390.114,408.957,3
1,1,2,2,1,605.282,526.596,554.516,575.508,523.652,549.416,591.051,540.777,616.534,605.381,3
3,2,2,3,3,520.588,591.256,549.345,568.329,602.423,603.462,579.141,610.157,563.532,554.096,3
2,2,2,3,2,600.386,630.276,535.801,562.528,602.599,602.333,560.011,634.32,597.758,601.181,3
1,1,1,1,2,370.596,381.139,389.114,327.204,368.137,356.074,379.44,400.135,367.184,376.527,3
 , , , , ,591.22,552.661,631.522,533.437,615.441,636.439,567.59,568.488,586.667,615.952,3
2,2,2,2,2,609.876,615.38,610.592,664.644,652.984,639.016,685.329,668.127,629.777,689.27,3
3,3,3,4,3,559.2,594.369,594.276,573.055,556.137,579.285,581.258,587.751,571.478,597.812,3
2,2,2,2,2,544.864,516.239,540.807,507.631,508.268,516.555,485.908,487.581,529.795,528.152,3
2,2,2,2,3,449.46,458.284,462.34,488.222,468.668,446.548,475.359,480.481,477.866,477.376,3
3,3,3,3,3,705.801,673.591,685.682,693.247,702.276,767.661,686.835,738.968,696.697,660.139,3
4,4,4,4,4,712.629,642.836,685.897,671.059,656.782,685.616,681.283,602.822,626.349,658.145,3
4,4,4,4,3,617.638,623.084,595.744,650.557,618.449,597.364,656.796,594.437,578.114,610.742,3
1,1,1,2,2,487.28,498.55,490.979,521.69,468.942,433.707,492.158,404.138,471.888,487.024,3
4,4,3,4,3,472.353,535.14,461.715,455.048,464.372,487.891,535.649,463.125,491.558,492.788,3
4,4,4,4, ,581.407,681.127,619.263,632.411,625.825,666.041,623.75,651.156,644.469,637.711,3
1,1,2,1,1,491.857,523.488,534.104,487.162,500.949,509.669,498.714,503.432,501.682,522.337,3
3,3,3,3,3,690.906,710.848,713.07,613.256,659.742,701.388,750.889,619.025,667.651,713.435,3
4,3,2,3,3,539.863,480.078,568.333,588.93,552.709,565.322,573.254,577.555,561.402,589.976,3
1,1,2,2,1,437.095,445.742,515.06,506.536,468.12,472.666,490.268,509.302,486.092,465.632,3
4,4,2,4,3,721.261,683.721,685.932,694.613,664.634,680.616,619.348,656.065,716.411,723.375,3
4,2,3,1,2,313.847,337.505,304.768,309.117,323.583,359.388,293.662,307.979,324.827,302.523,3
