ST160Q01IA,ST160Q02IA,ST160Q03IA,ST160Q04IA,ST160Q05IA,PV1READ,PV2READ,PV3READ,PV4READ,PV5READ,PV6READ,PV7READ,PV8READ,PV9READ,PV10READ,ISCEDL
2,2,2,2,2,280.247,291.472,367.484,331.461,326.246,281.847,357.61,354.455,375.411,355.588,2
3,2,3,3,3,574.212,604.514,560.129,573.368,542.97,572.262,646.132,603.68,575.37,579.081,3
2,2,2,3,3,482.517,470.327,515.579,504.642,523.488,481.896,534.616,496.355,507.051,537.421,3
2,2,3,3,3,504.668,548.369,547.551,539.323,521.397,514.388,505.258,544.738,547.473,543.565,3
2,1,3,3,2,286.716,329.961,340.633,330.419,344.608,290.734,321.928,341.534,351.602,370.332,3
3,3,2,4,3,632.17,663.959,588.115,641.661,583.04,607.899,578.478,612.735,624.642,594.523,3
2,2,2,3,2,569.249,559.682,523.128,582.186,582.016,604.082,542.96,577.883,620.299,561.411,3
4,4,4,4,4,736.63,721.46,703.023,771.023,715.097,652.932,711.043,774.072,749.721,729.448,3
4,4,4, ,3,658.469,610.291,630.614,662.209,610.447,611.57,596.083,612.242,647.35,644.463,3
2,3,3,2,2,465.142,476.99,419.769,444,457.66,455.447,449.713,433.198,477.684,458.882,2
3,2,2,3,3,424.35,375.412,418.87,368.873,417.563,401.232,421.204,392.003,413.738,400.857,3
3,2,2,4,3,549.433,531.121,537.447,504.594,520.717,521.355,538.002,553.803,510.578,498.71,3
1,1,1,1,2,494.41,417.814,443.454,456.485,445.023,438.372,508.747,426.296,463.463,451.844,3
3,2,3,3,3,603.732,687.302,659.48,631.087,637.061,614.674,590.614,670.722,670.649,656.333,3
2,2,2,4,3,424.486,434.301,468.586,398.504,392.714,432.608,393.913,394.945,420.004,423.603,2
2,3,3,3,2,685.035,709.694,682.095,656.106,682.421,660.692,650.579,663.162,664.559,682.872,3
4,3,2,4,3,463.861,475.135,471.719,442.588,473.162,474.625,458.65,475.975,488.362,462.239,2
2,2,3,4,2,667.045,665.042,753.851,691.353,753.043,648.788,687.283,648.111,647.045,689.803,3
3,3,4,4,3,720.408,742.744,704.451,691.304,710.372,718.817,716.649,704.378,774.576,718.688,3
 , , , , ,403.417,420.161,434.756,433.595,444.754,442.806,382.74,452.908,420.182,455.583,2
4,3,4,4,4,763.461,774.373,759.903,787.002,679.206,728.057,799.095,762.249,682.232,717.308,3
3,2,2,3,2,596.409,636.449,609.186,535.36,650.524,613.417,598.649,633.629,627.525,584.849,3
2,2,3,4,3,576.563,591.227,567.853,583.694,536.76,583.835,578.094,592.541,545.192,574.971,3
3,2,3,3,2,466.068,525.638,544.507,480.345,489.473,483.454,479.576,466.972,452.194,527.016,3
3,2,1,3,3,607.719,684.327,637.274,585.031,598.88,612.618,657.317,627.989,661.407,581.05,3
2,1,1,3,1,466.75,450.013,450.11,440.608,478.496,426.774,459.043,463.538,414.742,454.99,3
1,1,2,3,1,587.256,627.58,614.002,601.695,613.151,642.605,641.873,622.523,603.813,605.018,3
4,3,2,3,4,606.432,548.78,565.117,626.152,555.058,603.464,557.593,588.279,630.192,580.737,3
4,4,4,4,1,522.019,510.597,526.12,521.421,551.413,510.155,495.664,494.929,515.034,495.547,3
3,2,2,3,1,489.976,464.627,505.917,504.522,468.799,461.989,468.58,448.007,454.498,495.348,3
1,1,2,2,2,615.101,615.352,598.552,570.666,590.718,638.987,601.051,535.968,537.009,610.319,3
2,2,2,3,2,400.416,394.209,491.276,436.493,493.59,453.512,424.053,482.179,398.462,448.446,2
3,3,2,3,3,727.57,692.259,772.479,709.55,778.475,661.959,703.832,736.15,694.194,743.727,3
1,1,2,2,1,430.581,445.439,406.117,430.002,446.234,418.342,447.612,432.587,424.778,466.527,3
1,3,2,3,2,516.532,551.639,530.64,552.986,554.844,518.222,550.873,531.826,505.788,569.961,3
2,2,2,2,2,353.508,369.496,366.153,347.067,374.357,327.605,330.823,345.649,336.38,382.078,3
1,1,1,4,1,431.594,430.136,408.786,429.808,459.811,437.291,397.555,405.446,457.745,407.959,3
3,3,3,4,3,604.826,619.503,568.411,658.066,588.919,608.159,573.074,637.529,605.244,660.081,3
4,4,4,4,4,651.928,631.033,598.514,606.706,623.774,634.157,519.188,546.734,662.559,588.636,3
3,2,3,3,3,579.301,656.274,626.441,643.709,613.25,604.061,626.191,594.716,573.631,606.173,3
3,3,3,4,4,797.624,711.595,673.083,747.154,719.264,682.1,698.833,683.355,721.952,670.47,3
4,4,4,4,4,717.756,720.989,683.908,680.242,668.163,709.82,687.42,726.608,717.909,682.357,3
4,4,3,4,4,786.581,754.464,788.02,754.099,780.781,776.737,655.661,762.861,804.988,805.046,3
3,2,3,3,3,562.369,522.811,580.503,507.713,572.564,553.228,563.227,568.556,525.427,575.699,3
3,3,3,3, ,512.421,525.634,512.846,478.447,562.184,462.685,519.764,473.324,477.084,516.667,3
2,1,2,2,2,544.722,523.354,560.642,530.99,546.643,526.969,517.023,506.04,524.281,499.213,3
3,2,2,3,3,617.329,629.239,642.889,682.298,678.723,629.778,641.739,668.091,639.24,642.872,3
2,2,2,3,3,554.723,609.033,586.991,608.273,579.057,613.234,612.146,540.355,620.287,606.525,3
1,1,1,2,2,447.059,431.526,480.234,415.068,459.7,435.975,429.651,453.617,469.456,449.396,2
1,1,1,1,1,379.793,397.997,401.718,415.604,436.702,422.964,395.872,396.381,423.732,377.09,3
2,1,1,1,3,403.81,433.693,419.015,393.782,395.033,396.273,385.365,407.156,390.625,415.829,3
1,1,3,4,1,549.73,617.897,565.847,574.68,450.214,576.429,589.557,552.817,520.49,518.923,3
4,4,4,4,4,565.813,603.68,638.121,602.417,636.936,605.387,598.506,580.545,620.536,593.295,3
2,1,2,2,2,429.645,455.006,406.048,404.797,437.851,422.904,404.046,430.374,398.431,378.016,3
3,2,2,3,3,433.814,460.468,473.492,452.52,444.107,474.1,482.722,455.086,480.487,521.191,3
1,1,2,3,2,376.818,380.493,389.348,399.331,360.027,373.116,380.403,354.499,382.26,440.561,3
4,3,2,4,4,613.664,541.703,574.642,613.882,588.634,557.679,600.008,532.558,583.007,545.325,3
2,2, ,2,2,521.061,536.596,556.074,521.085,529.113,514.18,502.701,559.139,517.351,518.569,3
1,1,2,1,1,402.595,426.127,429.097,386.026,470.067,422.462,411.162,405.905,414.23,417.047,3
3,3,3,3,3,430.238,410.002,370.482,365.283,373.307,389.879,384.538,390.83,371.878,408.25,3
1,1,1,3,2,526.971,570.929,555.451,538.846,564.972,538.909,544.078,520.529,526.005,533.964,3
2,1,1,3,1,350.161,382.829,350.394,410.191,401.254,411.47,376.476,390.032,424.656,413.222,3
3,1,1,3,2,644.346,593.458,579.167,549.358,603.971,609.713,602.173,585.959,593.055,585.679,3
2,2,2,3,3,423.134,454.037,481.266,487.681,462.014,476.856,486.032,473.344,485.217,452.346,3
3,3,4,3,3,350.697,339.603,340.904,367.422,345.708,311.058,379.732,305.92,328.919,322.874,3
4,4,3,4,4,541.621,457.577,548.835,544.959,494.961,546.458,510.775,495.047,472.966,545.446,3
2,2,2,3,3,580.174,516.462,541.525,556.583,543.898,521.286,488.382,493.139,562.743,534.077,3
3,2,3,2,2,407.683,449.702,427.772,442.224,422.338,401.686,436.746,431.532,420.892,482.984,2
1,1,1,1,1,443.808,444.59,402.822,433.396,424.518,403.906,448.207,453.693,452.313,447.345,2
1,2,1,1,2,524.57,561.878,505.594,539.707,529.281,530.048,514.993,518.176,539.974,539.882,3
3,2,3,3,3,668.084,544.57,570.172,607.774,599.412,525.53,563.086,629.136,628.176,598.809,3
3,2,1,4,4,415.129,397.796,389.207,426.071,423.818,395.566,362.066,430.619,380.188,368.099,2
3,3,3,4,4,658.327,722.859,698.655,671.261,648.585,686.819,680.871,640.351,709.455,693.188,3
2,2,2,3,3,505.671,490.27,514.492,494.376,489.519,485.454,453.459,501.423,458.447,484.474,2
4,3,4,4,3,599.513,606.251,550.937,684.464,633.115,570.826,649.402,618.644,641.498,612.02,3
3,3,3,4,3,520.146,511.037,489.624,529.417,504.221,578.599,508.66,539.789,503.649,518.847,3
2,2,1,3,4,580.864,586.931,623.198,611.115,631.885,586.752,600.618,612.928,554.003,576.378,3
1,1,1,1,2,441.727,393.997,403.151,431.285,399.652,395.59,424.509,471.679,428.129,409.084,3
2,2,3,3,3,490.666,495.948,531.299,553.466,548.528,504.131,503.744,524.713,554.464,542.238,3
1,1,1,2,1,576.844,603.923,577.01,566.649,584.928,588.818,572.275,565.595,523.558,539.503,3
2,2,2,3,3,530.368,521.142,527.678,540.868,546.461,524.457,567.908,532.939,518.33,522.578,3
3,3,2,3,3,481.323,454.584,493.176,474.212,526.414,471.343,530.463,505.346,453.639,501.245,3
1,2,1,3,2,319.209,328.563,321.826,353.147,350.053,297.228,315.842,329.498,334.87,333.204,2
3,2,2,3,2,527.261,517.033,502.842,526.719,482.2,493.771,467.101,515.644,502.624,539.934,3
1,1,2,2,2,398.449,377.595,452.545,400.247,405.797,434.987,392.784,448.01,450.271,445.219,3
4,3,3,4,4,521.493,524.372,531.466,539.56,565.335,532.586,521.874,573.61,537.728,532.905,2
3,3,2,4,4,570.382,569.088,673.7,635.085,624.523,602.203,624.436,612.207,614.975,658.951,3
2,2,2,3,2,615.867,573.723,550.571,553.435,603.381,524.143,615.623,561.262,570.48,616.606,3
1,1,1,2,2,482.557,519.396,458.126,515.977,484.79,527.187,496.464,443.934,493.485,449.773,3
1,2,4,3,2,472.507,449.1,465.869,477.695,453.076,482.699,500.634,438.363,481.31,531.221,3
2,2,1,3,2,263.284,289.237,279.671,316.066,290.547,301.759,313.872,307.356,294.826,258.712,3
4,4,4,4,3,566.078,578.721,537.626,564.02,611.379,586.592,578.954,598.096,554.157,613.473,3
 , , , , ,546.003,526.011,600.995,500.844,581.567,512.102,492.28,546.716,501.736,513.267,3
2,2,1,3,2,572.574,500.147,599.255,568.282,591.294,540.971,615.096,533.885,559.311,545.363,3
1,1,2,3,1,422.918,433.724,394.16,428.539,368.945,439.729,397.266,378.255,402.764,359.256,3
3,2,2,3,3,239,189.752,210.65,226.751,174.504,216.016,148.739,205.264,173.716,221.509,2
2,2,2,3,2,458.534,469.582,481.591,446.834,499.937,452.423,470.707,433.75,495.251,509.49,3
4,2,2,3,3,285.704,259.958,381.084,334.101,309.723,297.48,319.703,314.764,335.958,287.993,3
1,2,2,3,2,517.086,498.284,533.181,469.448,486.317,511.882,495.126,464.229,534.28,487.314,3
3,2,2,3,3,241.738,288.813,252.497,353.747,259.801,250.237,264.911,257.719,249.283,301.172,3
 , , , , ,497.933,508.565,444.304,454.592,485.123,483.519,483.411,512.96,463.297,463.102,3
3,4,2,4,3,527.016,566.563,516.112,574.059,525.952,505.751,530.484,549.768,526.581,550.04,3
3,2,3,4,2,533.045,525.291,541.584,468.181,459.061,516.546,496.687,454.818,516.29,536.984,3
1,2,2,3,3,397.879,403.878,430.172,443.82,455.527,460.406,399.964,419.252,400.821,394.028,3
2,3,2,3,2,468.719,461.787,491.887,420.157,448.572,476.56,505.878,500.122,483.287,420.801,3
2,2,1,3,1,279,308.57,290.808,279.176,309.918,275.355,296.866,293.352,258.817,288.989,3
1,2,2,3,1,465.311,429.263,456.846,414.786,398.78,466.19,443.661,416.454,480.414,427.301,3
2,2,1,3,2,290.381,312.742,278.881,309.013,338.229,323.22,362.69,334.876,305.071,281.311,3
2,2,2,3,2,409.354,416.262,400.904,376.199,397.608,405.428,440.852,420.077,403.64,411.101,3
2,2,3,2,2,627.362,539.882,552.384,542.034,529.339,566.909,570.938,520.801,513.05,582.612,3
3,2,2,4,3,417.523,473.351,489.373,512.833,485.948,472.584,477.406,569.158,474.507,484.894,3
2,1,1,3,1,473.094,471.849,458.135,468.932,510.723,449.851,445.719,487.525,484.366,444.409,3
2,2,2,2,2,455.065,454.374,458.296,476.331,433.238,465.682,487.011,450.95,454.973,447.066,3
4,3,2,4,3,334.708,385.866,396.169,347.969,368.995,388.169,340.782,371.565,364.658,314.946,3
1,1,1,1,1,476.185,422.129,451.593,472.124,508.839,487.849,464.269,486.579,472.353,432.221,3
1,1,1,3,2,366.581,354.47,363.386,342.576,412.016,349.149,383.699,364.39,374.456,364.299,3
4,4,3,4,4,615.072,568.069,658.966,653.844,656.893,570.611,615.337,628.872,626.809,632.806,3
2,2,4,4,2,324.525,336.602,309.911,283.606,349.045,347.848,292.428,286.108,318.729,338.529,2
2,2,3,3,2,599.36,578.487,642.309,652.79,620.769,644.194,635.576,677.267,619.265,642.096,3
3,1,1,3,3,608.4,599.266,593.334,584.59,600.38,601.829,612.926,664.267,610.023,562.903,3
2,3,2,4,3,553.479,596.476,588.738,551.061,588.358,577.197,567.433,579.213,571.958,536.672,3
3,3,1,4,3,599.352,526.82,574.379,588.219,582.687,550.994,598.113,604.972,572.711,515.653,3
3,2,3,4,3,672.582,604.031,558.24,592.123,594.714,592.046,583.404,594.73,669.44,629.654,3
2,2,2,1,2,419.892,446.757,435.851,389.382,386.509,440.429,443.883,443.481,462.597,461.723,3
2,3,3,2,2,278.737,272.022,280.024,251.928,248.302,253.033,288.522,272.195,267.912,253.889,2
2,1,3,3,2,556.773,583.629,627.765,547.609,589.698,581.712,617.581,601.054,569.332,580.177,3
2,3,3,2,2,504.316,470.896,503.44,498.213,469.748,512.296,476.428,468.348,504.647,476.403,3
3,3,2,4,3,512.831,539.567,570.05,561.844,533.357,600.81,553.273,576.37,566.378,560.307,3
2,2,2,3,2,601.059,621.068,617.144,575.724,564.963,622.819,543.449,564.682,559.05,629.613,3
1,1,1,1,2,446.201,507.011,489.234,470.925,451.863,470.946,446.195,476.067,504.924,470.778,3
4,4,4,4,3,672.771,590.655,604.042,592.887,607.773,606.933,647.742,616.783,652.847,624.629,3
2,1,2,2,2,441.218,512.044,447.8,503.216,442.878,458.376,451.408,469.019,432.168,469.272,3
1,4,4,1,1,439.521,504.798,462.795,496.846,455.216,410.346,458.707,493.414,404.645,476.377,3
2,2,2,2,2,466.376,485.542,492.262,439.457,503.538,464.994,470.402,495.872,488.034,474.389,3
 , , , , ,520.447,508.503,541.906,510.415,495.358,481.334,495.074,497.402,522.316,476.74,3
2,1,1,1,2,426.744,522.013,502.347,479.637,465.222,528.932,460.767,489.611,485.22,510.004,3
 , , , , ,566.338,538.148,553.517,623.244,552.687,521.726,610.215,521.306,554.387,549.609,3
3,3,3,3,4,529.565,527.787,509.355,515.08,513.9,530.327,522.954,508.337,512.489,593.477,3
3,2,2,4,3,410.5,450.197,374.895,392.111,447.071,432.637,435.511,422.705,403.106,381.897,3
 , , , , ,497.227,530.941,495.753,536.221,498.977,577.051,538.166,485.075,575.428,570.737,3
3,4,4,4,2,614.832,598.69,680.541,677.082,641.738,656.288,618.603,634.524,636.592,622.756,3
4,2,2,4,3,563.913,554.54,580.724,529.801,580.254,597.33,600.207,567.692,575.595,528.081,3
1,1,3,1,1,463.389,584.39,555.045,584.856,541.352,523.821,553.775,603.278,546.924,553.022,3
3,1,2,4,3,344.731,398.822,350.152,353.961,397.785,388.837,347.423,350.539,354.066,372.603,3
2,2,2,3,2,363.497,368.792,398.767,374.276,396.766,386.145,373.028,408.347,397.834,413.539,3
1,1,2,2,2,430.776,491.435,468.643,494.43,473.383,518.022,468.068,451.576,446.424,507.851,3
2,1,2,3,1,328.142,319.995,326.075,364.51,314.005,383.4,321.073,361.778,320.293,298.68,3
1,1,3,3,2,498.96,533.352,507.304,519.882,539.102,551.787,527.786,530.82,551.296,577.578,3
2,1,2,2,1,392.16,355.92,385.652,395.533,382.689,375.859,362.29,389.128,409.663,350.313,3
3,4,4,4,3,605.83,527.324,541.763,587.635,545.912,588.02,550.1,565.605,532.295,570.018,3
3,1,1,4,3,589.097,632.279,574.545,608.238,645.612,644.26,589.438,615.513,622.196,620.091,3
3,3,3,3,3,552.151,579.131,580.666,637.143,622.724,574.838,652.703,620.733,615.75,556.184,3
2,2,2,3,3,481.258,486.748,383.413,464.682,506.506,493.066,472.375,484.089,450.128,427.303,3
3,3,2,3,3,565.701,585.232,568.553,613.364,593.313,621.944,574.016,577.724,594.196,575.409,3
3,2,3,3,3,516.455,532.108,540.047,541.775,542.869,562.173,592.357,598.171,565.856,623.795,3
2,4,3,3,2,451.615,457.921,428.172,483.481,458.955,449.883,447.934,455.983,503.87,507.428,3
1,4,4,4,4,413.207,435.218,452.612,413.182,455.641,509.163,443.764,449.276,422.322,409.325,3
2,3,4,4,3,637.665,588.868,619.485,635.896,617.077,595.445,630.912,602.821,613.857,617.867,3
2,2,2,2,1,385.799,372.881,374.143,434.805,353.094,376.016,343.679,385.183,384.119,353.606,2
3,4,4,4,3,729.332,711.983,782.562,720.121,684.181,779.489,690.574,786.001,665.375,756.823,3
4,3,3,3,3,388.217,362.778,422.561,395.778,403.37,463.962,409.851,415.661,399.162,412.727,3
4,4,1,3,2,560.016,572.128,534.572,562.698,536.23,566.235,573.434,558.975,558.242,535.05,3
3,3,4,4,2,548.229,550.164,573.997,538.66,602.024,563.501,529.712,598.008,530.058,563.394,3
3,2,3,3,3,462.215,459.648,429.874,461.449,398.482,469.73,431.585,428.929,440.333,425.767,3
1,1,1,1,1,423.801,445.063,433.102,393.069,404.972,436.992,369.192,438.107,358.755,430.652,3
1,1,1,2,3,404.699,409.995,396.418,367.371,344.54,393.43,328.961,347.852,365.852,345.699,3
4,4,4,4,4,560.132,549.898,567.614,582.037,490.775,557.582,546.057,535.782,514.834,498.043,3
4,3,4,4,4,452.722,463.921,515.657,479.374,520.046,486.314,531.139,511.029,526.381,426.016,3
3,2,4,4,3,520.783,512.841,533.423,556.854,537.749,507.888,552.853,540.725,517.317,496.042,3
3,4,3,4,4,661.64,664.125,667.764,612.009,698.216,651.03,610.556,653.186,662.152,596.536,3
1,1,1,2,1,419.273,402.95,426.551,416.558,439.214,410.43,436.871,417.132,415.647,414.15,2
1,2,2,3,2,485.41,504.629,467.901,445.534,452.512,449.26,461.226,483.447,459.359,450.415,3
1,2,1,2,1,509.753,489.35,489.605,504.295,484.698,500.007,496.192,539.379,525.051,454.742,3
3,3,3,2,3,327.845,372.282,314.72,360.004,375.955,347.644,288.046,372.763,339.897,329.983,3
2,2,2,3,2,485.495,451.457,465.271,489.827,493.345,432.576,475.926,472.06,511.534,443.022,3
2,2,2,3,1,469.155,425.823,470.235,427.901,420.162,445.195,463.214,449.088,468.532,473.251,3
4,3,4,4,3,541.851,504.492,511.655,488.538,494.694,532.371,548.047,501.215,583.866,525.511,3
1,1,1,1,1,325.219,296.604,320.495,310.981,380.474,332.837,337.167,314.501,318.081,330.638,3
4,3,3,4,3,561.733,542.489,574.405,560.476,580.428,580.195,556.427,573.186,534.735,557.14,3
1,1,1,1,2,471.599,487.188,507.576,471.065,470.134,504.045,447.177,469.141,506.693,452.628,3
4,4,4,2,4,440.752,454.202,403.552,442.81,412.077,442.66,393.02,442.099,449.92,452.747,3
1,1,2,3,2,448.73,474.08,412.183,445.543,471.18,427.168,458.037,409.846,430.711,411.894,3
1,1,4,4,2,328.013,339.489,301.927,282.773,316.599,338.945,361.332,343.913,341.303,342.66,3
 , , , , ,415.538,493.435,503.876,480.571,464.838,422.888,497.328,461.519,499.87,475.795,3
3,2,1,3,2,415.775,400.799,388.194,472.525,426.89,472.145,482.407,434.089,440.69,415.675,3
 , , , , ,334.227,331.882,300.471,303.807,293.852,367.427,309.514,323.371,342.705,265.806,3
3,2,2,4,4,522.595,523.82,542.13,514.664,548.097,543.182,548.294,544.76,557.929,537.997,3
 , , , , ,318.807,402.388,349.201,384.869,373.18,422.878,443.7,420.906,421.074,339.911,3
 , , , , ,382.611,439.263,352.865,383.765,438.625,409.662,429.642,366.488,400.497,429.292,3
2,1,2,3,3,503.878,480.937,435.994,554.1,524.813,532.529,495.724,476.797,466.726,555.9,3
3,2,2,3,3,462.133,432.464,461.838,480.761,457.115,410.892,456.739,452.75,424.436,492.215,3
2,2,2,3,1,383.201,426.977,453.061,400.934,446.793,461.316,397.13,456.557,473.263,439.451,3
3,3,2,4,2,392.311,393.257,392.515,374.907,361.892,376.799,363.662,346.493,349.03,384.87,3
4,3,1,4,3,664.333,647.426,685.642,639.031,571.855,626.331,613.432,623.223,628.647,631.212,3
3,2,3,4,2,499.719,466.209,483.846,500.943,449.185,453.747,466.312,461.268,447.986,444.197,3
3,3,3,3,3,431.62,452.825,446.646,453.036,476.209,415.368,433.056,456.835,449.126,419.988,3
2,1,1,3,2,462.114,521.061,481.755,477.473,470.976,479.625,468.667,440.977,502.702,513.789,3
2,2,3,3,3,381.645,397.165,377.574,410.852,349.823,372.149,379.785,372.318,378.568,370.166,3
3,3,3,4,2,497.324,457.171,469.347,494.455,445.495,473.299,495.829,462.635,436.023,476.721,3
4,3,2,4,3,462.846,502.824,439.476,490.302,530.161,473.319,498.328,507.874,471.861,514.176,3
2,2,3,3,3,443.886,434.384,386.452,407.296,434.267,428.027,421.262,372.852,404.543,447.07,2
2,1,1,2,1,348.844,351.427,385.215,367.306,410.765,403.185,372.562,318.358,368.774,423.835,3
2,2, ,2,1,358.197,387.644,385.114,403.229,381.11,405.682,407.103,435.21,366.652,366.406,2
3,2,2,4,4,533.507,601.21,575.596,586.172,570.23,595.549,571.602,570.353,599.697,566.412,3
4,3,4,4,4,541.88,531.832,625.832,602.604,574.432,635.332,623.135,581.329,569.123,595.521,3
3,2,2,4,3,691.502,675.628,672.304,701.042,629.559,697.488,645,666.329,677.505,643.123,3
 , , , , ,316.148,359.234,356.187,321.653,346.969,361.414,402.513,376.282,313.762,336.385,2
3,2,3,4,3,609.306,583.582,649.141,631.29,637.327,586.428,651.875,595.514,613.034,609.078,3
2,2,2,3,1,550.439,533.83,505.69,536.568,509.343,553.955,540.353,541.542,496.593,540.186,3
1,1,2,2,3,506.858,531.851,573.205,530.615,575.647,531.042,593.71,593.69,609.031,514.665,3
2,2,2,2,2,365.303,370.712,394.165,307.231,371.019,337.007,368.359,329.983,393.057,340.621,3
3,1,1,3,4,326.29,319.816,333.364,322.212,337.842,317.177,330.21,355.187,302.281,302.298,2
1,3,2,4,1,502.972,501.269,499.833,490.309,510.822,482.773,476.752,474.438,491.559,469.459,3
2,1,3,3,2,665.289,670.399,672.735,611.47,626.425,677.627,635.959,637.269,656.188,673.373,3
2,2,2,3,1,573.964,571.62,557.886,585.082,584.006,574.968,587.361,565.063,600.507,623.47,3
3,3,2,4,3,448.136,486.165,486.558,472.731,515.305,485.211,494.606,497.855,478.702,494.698,3
2,2,2,2,1,620.196,655.345,628.026,607.365,625.891,608,662.998,607.966,666.594,614.733,3
3,2,2,2,3,348.28,317.993,343.357,350.805,316.686,348.111,312.812,327.559,324.368,310.275,2
3,2,3,3,3,394.687,441.917,398.899,432.74,385.234,394.905,451.835,423.653,381.438,394.262,3
1,2,2,3,2,518.44,537.088,531.153,529.081,500.717,461.313,538.451,545.622,521.208,542.618,3
1,2,2,3,1,490.165,513.6,501.631,473.031,475.807,454.375,514.604,528.098,481.279,512.055,3
3,3,3,3,3,666.059,704.999,679.961,724.629,727.911,699.563,733.323,655.731,703.661,683.98,3
1,1,1,2,1,581.882,587.023,580.29,606.917,594.191,594.633,590.337,618.129,544.216,591.462,3
3,2,1,3,3,537.93,563.489,564.909,500.01,506.823,518.392,531.528,553.369,504.28,531.771,3
2,2,3,3,1,572.102,580.692,523.468,529.419,561.706,539.836,587.618,573.42,543.767,589.448,3
3,2,3,3,3,683.713,634.853,668.476,625.607,637.62,610.885,582.608,641.426,666.184,607.857,3
2,2,3,3,2,391.264,386.553,373.171,371.897,351.594,367.668,374.062,379.755,355.912,355.859,3
3,3,3,4,3,572.617,536.496,585.89,534.659,565.563,538.813,546.834,538.72,537.892,582.438,3
4,4,2,4,3,573.425,507.313,515.783,565.555,540.669,473.192,547.213,509.882,547.826,495.893,3
